"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa","SSF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","","","","",
"Small states","SST","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","13","13","","","","","",
"Sao Tome and Principe","STP","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7107901117","5.7401044699","9.6328286801","6.2959406922","6.1811382566","","","","","","","","","","","","2.4740839704","2.4053350331","8.1812975538","2.8428958875","3.3264586521","3.2516624124","","","","","","","","","",
"Suriname","SUR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.439084052","16.576649167","11.820134874","12.296644246","9.3177766975","13.814892454","12.270132913","8.8031440918","8.3152524936","","","","","5.2987876739","5.7837109012","6.0808103932","7.2581401812","5.433820449","","","",
"Slovak Republic","SVK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7585476287","2.410896196","","2.56208282","2.4054176719","2.3811871334","2.4513481672","2.5968234913","2.3724559349","2.6122193694","2.3892397532","2.1851872085","2.2406892879","2.5371103313","2.0002318787","1.7225533353","1.5188914908","1.5188861452","1.5927807767","1.4441371641","1.5173122553","1.6269385527","1.163457678","1.3095472821","1.2709995841","0.80947616957","1.0474088483","1.4684549266","1.1369852689","","",
"Slovenia","SVN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0434568512","1.9922501469","2.3935947405","1.2996361019","2.0548020724","2.2098049044","1.9109113035","1.8113599439","0.70444363042","1.2577825294","1.8111293901","1.4088355119","1.8115349488","1.0564150806","1.3566298501","1.0025168185","0.59927278248","1.1927670605","0.49430340046","0.63919536121","0.73409365861","0.7800015405","0.68032962942","0.58164333631","0.77388599112","0.96562425919","0.4821124238","0.91504747411","0.48126993661","","",
"Sweden","SWE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1088577306","1.3333116912","1.3123457778","1.2347415103","1.1365916005","0.98456150969","1.117484914","0.98096068073","1.0371042067","1.138271214","1.0808812154","0.97776956601","1.1321977651","0.94956799683","1.1901248997","0.91828106194","1.0004210563","1.2114014485","0.88778860844","0.99859498759","0.96909987767","0.85563033812","0.71257784782","0.90455245656","0.89763485597","1.1469593953","1.0776735225","1.1408500544","1.0830726772","","",
"Eswatini","SWZ","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.81948462","20.111988283","20.069319892","19.601084143","16.747059899","","","","16.838074867","11.467601511","12.730846044","18.152974325","13.149450373","13.19911302","14.226040084","13.487616137","12.257563254","11.605033707","20.667690209","17.683850578","19.533432691","16.044342084","9.6360090245","9.3849801673","10.776039203","10.144578357","10.412982476","11.55752804","","","",
"Sint Maarten (Dutch part)","SXM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.443218749","","10.052720936","8.8807974956","6.6334991708","15.420540159","9.8605283052","17.413639233","4.3192812716","19.272567641","16.982614049","7.3698950316","12.537743833","","","","",
"Syrian Arab Republic","SYR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9505370171","2.153903039","2.0606979197","2.1753904597","2.2425596671","2.1539831011","2.3255528184","2.389522851","2.3418976713","2.3400702346","2.6813216068","2.5600031591","2.2446611842","2.1673451674","","","","","","","","0.87931221497","","",
"Turks and Caicos Islands","TCA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","7.3319158296","6.8842076277","12.987856354","6.1648480365","5.9066745422","11.385631333","0","0","0","0","8.6095566078","0","","0","","6.5826284435","6.4102564103","6.2631133937","","","","11.516425302","5.6543496084","","","","","","",
"Chad","TCD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","1.5","1.4","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","5.1","5.7","","","","","",
"Togo","TGO","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4486747774","9.7596650518","10.307097511","9.397404234","8.5024383855","7.6378146285","7.4405219741","7.8673269239","8.7050272531","8.1093355451","8.1680451871","7.9006358123","7.0829783715","9.967487617","6.5743212244","7.3468052381","7.1217430599","6.7012113735","5.9731571668","5.5378724825","5.4379020163","4.8979256448","4.8985811642","4.2468565961","3.8706143485","3.4737927802","3.2317784062","2.5820036484","","","",
"Tajikistan","TJK","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1795232646","2.7404179804","10.995022254","23.313536494","11.198821518","7.545787317","8.2715897893","8.3860916165","8.1461394184","5.8336536124","4.552526097","3.6875782423","2.8007451849","2.5070510812","2.1313669522","2.3124561259","2.8024193257","1.8689823547","1.386977172","1.3170844042","2.4045496737","1.6368936072","","","","","","","","","",
"Turkmenistan","TKM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0119973572","8.0756088112","7.5900491379","8.2776730464","7.484620684","6.3928271054","7.7903836344","8.2202003387","7.8169660791","7.1874259007","5.9121442085","5.4337263948","5.2277453147","5.0045620987","4.4435977749","4.3325988947","4.2202741972","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","","22.9","22.7","","","","","",
"Timor-Leste","TLS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3665253954","4.6225116316","4.820761149","5.9823155035","3.3161902091","2.978722612","3.5664740466","","","","","4.0959830945","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","","3.9","3.8","","","","","",
"Tonga","TON","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0839411495","2.0775551331","2.069943387","","","1.0208039852","6.0924839057","6.0591983681","6.0246407808","1.9957291396","3.9640068181","7.8651906326","0.97487740917","3.8690706492","7.6999335881","0.96171415932","1.9312848838","0.97336863417","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","3.7","3.6","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","","","","",
"Trinidad and Tobago","TTO","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4700033697","11.874551264","13.388557872","17.840949107","20.153242153","29.772533218","28.482548106","29.88268562","41.614395081","38.382310524","35.613608163","26.343756081","28.256695721","30.065568055","29.728327132","30.649506835","","","","","",
"Tunisia","TUN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9456654465","2.5725310282","2.4408866751","2.649269088","2.6885785821","2.422643796","2.6891717116","","3.0607561008","","","","","","","","",
"Turkey","TUR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2926701016","4.3485443345","4.8672040443","4.6075436689","5.1723255319","4.6251976679","5.1765664855","4.2363160907","4.1678436525","4.3080441231","","","2.846067371","3.3384331397","3.0856872671","2.5904756723","","",
"Tuvalu","TUV","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","9.504799924","9.4108789761","18.615040953","","","","","","","","",
"Tanzania","TZA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1165668009","7.4988857602","7.5498063611","","","","","","7.6449363525","7.8277643579","","","","","","8.7673146572","9.0840381911","8.6965701021","7.6253324558","7.8101601857","7.2762394188","6.4826575903","","","","",
"Uganda","UGA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3769502189","8.5865816262","8.8615343467","","","","","","8.2215359053","7.6394507351","9.0013975284","9.4359846665","8.9702569004","9.1779193391","10.292541209","9.7446158222","11.210758313","11.765488864","10.805580543","12.118164704","","11.304144982","11.502046271","10.524460278","","",
"Ukraine","UKR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9705516191","5.1456169769","6.5543854411","7.2024301654","8.25646928","8.6575097965","9.6796259315","8.4304230076","8.4327501643","8.6226592245","9.0462237462","10.028584151","8.9537245629","8.4926246882","7.3849755119","6.4618253804","6.3466320593","5.7067251815","5.3424371119","4.8726432449","4.3413615182","","5.1392837189","","6.3065916851","","","6.1837305712","","","",
"Upper middle income","UMC","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","","6.5","6.7","","","","","",
"Uruguay","URY","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6246505175","6.1948035816","5.7696105735","","","5.9238123299","6.3127755488","7.4308336172","7.4140404302","6.5296152817","6.4462996132","6.5554623691","6.9451835603","5.9271989532","6.0214012644","5.7197921969","6.0744517281","5.8227605708","6.61632868","6.7469211948","6.1025108707","5.9069270147","7.9018045413","7.6708927385","7.8813353217","8.5873060859","7.8267850692","8.2638736326","12.060453021","","",
"United States","USA","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2963554158","9.7049819456","9.2454740603","9.4500823463","8.8948645919","8.148172868","7.3210723217","6.7011727501","6.1684313399","5.5724656981","5.5326219985","6.6874439703","5.6492059547","5.7029372753","5.5234282342","5.6747011338","5.8130909014","5.6977777652","5.4252910534","5.0272999297","4.7642244631","4.705311441","4.7305490441","4.5255927962","4.4446756529","4.9498515188","5.3907547711","5.316767266","4.9569505476","","",
"Uzbekistan","UZB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5151527719","5.0850228266","5.3566965772","5.2099595398","5.4575079505","5.0765579603","4.9644131661","4.4584529921","4.4308505856","4.1536862265","4.3116751726","4.3053056739","4.1602578511","3.7399352343","3.6889878039","3.443345706","3.212199104","2.9958046605","3.0079290966","","","","","","1.4789790732","1.6359756344","1.4121350041","1.1358027751","","","",
"St. Vincent and the Grenadines","VCT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.233605299","16.701926289","16.675776582","12.958643415","12.030464839","18.511148339","22.225720715","8.3414430697","22.26200525","12.991472027","18.555113325","11.122130259","18.502243397","16.617123022","26.723184666","23.937321046","18.415867111","36.860923735","14.760011439","21.238676553","23.09255496","19.387896413","25.821920966","","","","36.540692629","","","","",
"Venezuela, RB","VEN","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.601447638","12.450044322","15.886995886","20.421660664","22.040039669","20.432183776","22.161518651","18.500076825","19.537483779","25.164454597","33.159106794","32.296712986","38.314119767","44.388568022","37.385666753","37.696096596","45.649583858","48.283149772","52.790169804","49.891174096","45.991654976","48.802485389","54.739602532","","63.342599283","52.038062715","59.555296999","49.876745091","36.687634837","","",
"British Virgin Islands","VGB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7178798102","0","0","0","0","10.358937173","10.252204224","","","4.993508439","","4.8367593712","4.7330556607","9.2276460275","17.913923597","","8.3257014403","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.697506301","23.030649188","24.844720497","21.153315552","25.761576608","37.768525001","28.609926722","34.227567068","34.322501647","40.012655165","40.142646427","43.090123931","46.985415727","52.787361198","42.535493506","49.27788939","","","","","","","","",
"Vietnam","VNM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2434591448","1.3086499949","1.2867299744","1.2797543026","1.2560736769","1.238513833","1.3673678688","1.2661834948","1.4157402065","1.5187400414","1.5280509191","","","","","","","","","",
"Vanuatu","VUT","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","","5.3","5.3","","","","","",
"Samoa","WSM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6695962677","8.6047412124","","","3.1461051219","","","","","","","",
"Kosovo","XKX","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4668135148","4.1442564579","5.969544062","3.4617532105","4.9855971637","2.2476837893","3.0189922055","2.331002331","2.0922805858","2.621518296","2.3989300898","","",
"Yemen, Rep.","YEM","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7385322802","6.0515956444","4.0036599311","","","3.7081904815","3.3060226521","4.6997585369","4.3262530376","3.9938890678","3.9922987917","4.3967827275","4.7463050296","5.775470054","6.603147871","6.7721494222","","","","","","","",
"South Africa","ZAF","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63.9","59.4","56.1","56.6","50.2","47.6","46.1","45.8","41.6","39","38","38.7","36.9","35.9","32.9","30.8","29.8","30.6","31.7","32.6","33.8","34","35.9","","","",
"Zambia","ZMB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8434780845","8.2942650008","9.0873098794","8.6062655462","9.3689277426","","","","8.8380104179","10.571404115","7.6517323157","","","","","","","","5.4013956926","6.1444667034","5.9826608671","6.154087951","6.1181537859","5.8084416152","5.3572148665","5.3717496349","","","","","",
"Zimbabwe","ZWE","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.626696576","","","","","","","","","","","12.822979316","13.576712567","11.35015142","11.281281534","11.178553209","8.8190560056","","","","5.5994269211","","7.4798997709","","","","","","","","",
